,time,value
418,2018-07-03 09:31:47,0.304865
419,2018-07-03 09:31:50,0.317065
420,2018-07-03 09:31:53,0.338629
421,2018-07-03 09:31:56,0.341663
422,2018-07-03 09:31:59,0.311262
423,2018-07-03 09:32:02,0.41532399999999997
424,2018-07-03 09:32:05,0.34370700000000004
425,2018-07-03 09:32:08,0.0
426,2018-07-03 09:32:12,0.33012199999999997
427,2018-07-03 09:32:15,0.3108
428,2018-07-03 09:32:18,0.299788
429,2018-07-03 09:32:21,0.291215
430,2018-07-03 09:32:24,223.657025
431,2018-07-03 09:32:27,3.139526
432,2018-07-03 09:32:30,0.33797
433,2018-07-03 09:32:33,0.0
434,2018-07-03 09:32:36,0.322209
435,2018-07-03 09:32:39,0.0
436,2018-07-03 09:32:42,0.370151
437,2018-07-03 09:32:45,0.29405
438,2018-07-03 09:32:48,0.331309
439,2018-07-03 09:32:52,0.36480999999999997
440,2018-07-03 09:32:55,0.0
441,2018-07-03 09:32:58,0.34008
442,2018-07-03 09:33:01,0.0
443,2018-07-03 09:33:04,0.326957
444,2018-07-03 09:33:07,0.342124
445,2018-07-03 09:33:10,0.318912
446,2018-07-03 09:33:13,82.312725
447,2018-07-03 09:33:16,0.0
448,2018-07-03 09:33:19,0.281916
449,2018-07-03 09:33:22,0.31495500000000004
450,2018-07-03 09:33:25,0.310339
451,2018-07-03 09:33:28,0.276509
452,2018-07-03 09:33:31,0.372327
453,2018-07-03 09:33:35,0.277432
454,2018-07-03 09:33:38,0.331309
455,2018-07-03 09:33:41,15.559872
456,2018-07-03 09:33:44,156.02366999999995
457,2018-07-03 09:33:49,0.303481
458,2018-07-03 09:33:50,0.28976399999999997
459,2018-07-03 09:33:53,0.307437
460,2018-07-03 09:33:56,0.433525
461,2018-07-03 09:33:59,0.35261
462,2018-07-03 09:34:02,0.297545
463,2018-07-03 09:34:05,0.293259
464,2018-07-03 09:34:08,0.324847
465,2018-07-03 09:34:11,0.302162
466,2018-07-03 09:34:14,0.313702
467,2018-07-03 09:34:18,0.301964
468,2018-07-03 09:34:21,0.346147
469,2018-07-03 09:34:24,0.0
470,2018-07-03 09:34:27,0.296688
471,2018-07-03 09:34:30,0.333024
472,2018-07-03 09:34:33,0.0
473,2018-07-03 09:34:36,0.329793
474,2018-07-03 09:34:39,0.276905
475,2018-07-03 09:34:42,0.277762
476,2018-07-03 09:34:45,0.305129
477,2018-07-03 09:34:48,0.326232
478,2018-07-03 09:34:51,0.400025
479,2018-07-03 09:34:55,0.0
480,2018-07-03 09:34:58,0.290423
481,2018-07-03 09:35:01,78.726287
482,2018-07-03 09:35:04,212.84317400000003
483,2018-07-03 09:35:07,0.371998
484,2018-07-03 09:35:10,0.318186
485,2018-07-03 09:35:13,0.0
486,2018-07-03 09:35:16,0.32708899999999996
487,2018-07-03 09:35:19,0.365469
488,2018-07-03 09:35:22,0.296292
489,2018-07-03 09:35:25,0.309745
490,2018-07-03 09:35:29,0.310339
491,2018-07-03 09:35:31,0.31950500000000004
492,2018-07-03 09:35:34,0.0
493,2018-07-03 09:35:37,0.351093
494,2018-07-03 09:35:41,0.294578
495,2018-07-03 09:35:44,0.280663
496,2018-07-03 09:35:47,0.299854
497,2018-07-03 09:35:50,0.34139899999999995
498,2018-07-03 09:35:53,0.345158
499,2018-07-03 09:35:56,0.313438
500,2018-07-03 09:35:59,0.373317
501,2018-07-03 09:36:02,0.419083
502,2018-07-03 09:36:05,0.321154
503,2018-07-03 09:36:08,0.0
504,2018-07-03 09:36:14,145.228811
505,2018-07-03 09:36:18,0.32464899999999997
506,2018-07-03 09:36:21,0.295105
507,2018-07-03 09:36:24,0.41611499999999996
508,2018-07-03 09:36:27,0.275783
509,2018-07-03 09:36:30,0.327617
510,2018-07-03 09:36:33,0.0
511,2018-07-03 09:36:36,0.285346
512,2018-07-03 09:36:39,0.366656
513,2018-07-03 09:36:42,0.359006
514,2018-07-03 09:36:45,0.0
515,2018-07-03 09:36:48,0.344762
516,2018-07-03 09:36:51,0.336519
517,2018-07-03 09:36:54,0.34680700000000003
518,2018-07-03 09:36:57,0.0
519,2018-07-03 09:37:01,0.341333
520,2018-07-03 09:37:04,77.42274499999998
521,2018-07-03 09:37:07,0.308756
522,2018-07-03 09:37:10,0.0
523,2018-07-03 09:37:16,0.275783
524,2018-07-03 09:37:19,0.0
525,2018-07-03 09:37:22,0.370481
526,2018-07-03 09:37:25,0.273014
527,2018-07-03 09:37:28,0.370481
528,2018-07-03 09:37:31,0.0
529,2018-07-03 09:37:34,22.491652
530,2018-07-03 09:37:37,0.333683
531,2018-07-03 09:37:40,0.33381500000000003
532,2018-07-03 09:37:44,0.325374
533,2018-07-03 09:37:47,0.33065
534,2018-07-03 09:37:50,0.0
535,2018-07-03 09:37:53,0.278355
536,2018-07-03 09:37:56,0.274465
537,2018-07-03 09:37:59,0.43372299999999997
538,2018-07-03 09:38:02,0.0
539,2018-07-03 09:38:05,0.32544
540,2018-07-03 09:38:08,0.0
541,2018-07-03 09:38:11,0.324517
542,2018-07-03 09:38:14,0.0
543,2018-07-03 09:38:17,221.171677
544,2018-07-03 09:38:20,65.106791
545,2018-07-03 09:38:24,0.316867
546,2018-07-03 09:38:28,0.303546
547,2018-07-03 09:38:30,0.0
548,2018-07-03 09:38:33,0.27571799999999996
549,2018-07-03 09:38:36,0.350829
550,2018-07-03 09:38:39,0.35749000000000003
551,2018-07-03 09:38:42,0.0
552,2018-07-03 09:38:45,0.324781
553,2018-07-03 09:38:48,0.0
554,2018-07-03 09:38:51,0.390462
555,2018-07-03 09:38:54,0.30136999999999997
556,2018-07-03 09:38:57,0.312977
557,2018-07-03 09:39:00,0.35129099999999996
558,2018-07-03 09:39:03,0.330056
559,2018-07-03 09:39:06,0.304602
560,2018-07-03 09:39:10,0.288049
561,2018-07-03 09:39:13,0.302557
562,2018-07-03 09:39:16,0.0
563,2018-07-03 09:39:22,0.27519
564,2018-07-03 09:39:25,0.357754
565,2018-07-03 09:39:28,0.313768
566,2018-07-03 09:39:31,0.28218000000000004
567,2018-07-03 09:39:34,0.330716
568,2018-07-03 09:39:37,0.0
569,2018-07-03 09:39:40,42.306977
570,2018-07-03 09:39:43,0.0
571,2018-07-03 09:39:47,0.296095
572,2018-07-03 09:39:50,0.299458
573,2018-07-03 09:39:53,0.274267
574,2018-07-03 09:39:56,0.344499
575,2018-07-03 09:39:59,0.382417
576,2018-07-03 09:40:02,0.32405500000000004
577,2018-07-03 09:40:05,0.33381500000000003
578,2018-07-03 09:40:08,0.3108
579,2018-07-03 09:40:11,0.30084299999999997
580,2018-07-03 09:40:14,0.289566
581,2018-07-03 09:40:17,0.0
582,2018-07-03 09:40:20,242.82028300000002
583,2018-07-03 09:40:23,0.0
584,2018-07-03 09:40:26,0.380768
585,2018-07-03 09:40:30,0.0
586,2018-07-03 09:40:36,0.282312
587,2018-07-03 09:40:39,0.32471500000000003
588,2018-07-03 09:40:42,0.28442199999999995
589,2018-07-03 09:40:45,0.344499
590,2018-07-03 09:40:48,0.27308000000000004
591,2018-07-03 09:40:51,0.318912
592,2018-07-03 09:40:54,0.273739
593,2018-07-03 09:40:57,0.338893
594,2018-07-03 09:41:00,0.31851599999999997
595,2018-07-03 09:41:03,0.0
596,2018-07-03 09:41:06,0.28079499999999996
597,2018-07-03 09:41:09,0.303085
598,2018-07-03 09:41:13,0.319176
599,2018-07-03 09:41:16,185.37020900000002
600,2018-07-03 09:41:19,112.05216599999999
601,2018-07-03 09:41:22,0.33322199999999996
602,2018-07-03 09:41:25,0.0
603,2018-07-03 09:41:31,0.343048
604,2018-07-03 09:41:34,0.329133
605,2018-07-03 09:41:37,0.0
606,2018-07-03 09:41:40,0.32642899999999997
607,2018-07-03 09:41:43,0.0
608,2018-07-03 09:41:46,0.393232
609,2018-07-03 09:41:49,0.397255
610,2018-07-03 09:41:53,0.311922
611,2018-07-03 09:41:56,0.355775
612,2018-07-03 09:41:59,0.317659
613,2018-07-03 09:42:02,0.301568
614,2018-07-03 09:42:05,0.282114
615,2018-07-03 09:42:08,0.297545
616,2018-07-03 09:42:11,0.0
617,2018-07-03 09:42:14,0.384791
618,2018-07-03 09:42:17,0.358875
619,2018-07-03 09:42:20,0.340806
620,2018-07-03 09:42:23,0.300117
621,2018-07-03 09:42:26,0.592915
622,2018-07-03 09:42:29,216.252483
623,2018-07-03 09:42:33,0.395804
624,2018-07-03 09:42:36,0.32821
625,2018-07-03 09:42:39,0.3596
626,2018-07-03 09:42:42,0.0
627,2018-07-03 09:42:45,0.29161
628,2018-07-03 09:42:48,0.373844
629,2018-07-03 09:42:51,0.316076
630,2018-07-03 09:42:54,0.351621
631,2018-07-03 09:42:57,0.363689
632,2018-07-03 09:43:00,0.382285
633,2018-07-03 09:43:05,0.291017
634,2018-07-03 09:43:07,0.283037
635,2018-07-03 09:43:10,0.0
636,2018-07-03 09:43:16,0.330782
637,2018-07-03 09:43:19,0.29438000000000003
638,2018-07-03 09:43:22,0.275981
639,2018-07-03 09:43:25,0.0
640,2018-07-03 09:43:28,0.274992
641,2018-07-03 09:43:31,0.37456999999999996
642,2018-07-03 09:43:34,0.27670700000000004
643,2018-07-03 09:43:37,82.975542
644,2018-07-03 09:43:40,1.569763
645,2018-07-03 09:43:44,239.84984
646,2018-07-03 09:43:47,0.314823
647,2018-07-03 09:43:50,0.332365
648,2018-07-03 09:43:53,0.342454
649,2018-07-03 09:43:56,0.0
650,2018-07-03 09:43:59,0.370679
651,2018-07-03 09:44:02,0.0
652,2018-07-03 09:44:05,0.32155
653,2018-07-03 09:44:08,0.326364
654,2018-07-03 09:44:11,0.377999
655,2018-07-03 09:44:14,0.30948200000000003
656,2018-07-03 09:44:17,0.312515
657,2018-07-03 09:44:20,0.0
658,2018-07-03 09:44:24,0.2926
659,2018-07-03 09:44:27,0.0
660,2018-07-03 09:44:30,0.387033
661,2018-07-03 09:44:33,0.304338
662,2018-07-03 09:44:36,0.0
663,2018-07-03 09:44:39,0.30935
664,2018-07-03 09:44:42,0.338102
665,2018-07-03 09:44:45,0.28495
666,2018-07-03 09:44:48,0.334343
667,2018-07-03 09:44:51,0.347928
668,2018-07-03 09:44:54,0.28007
669,2018-07-03 09:44:57,0.275586
670,2018-07-03 09:45:00,215.093032
671,2018-07-03 09:45:04,59.809928
672,2018-07-03 09:45:07,0.0
673,2018-07-03 09:45:10,0.287522
674,2018-07-03 09:45:13,0.285675
675,2018-07-03 09:45:16,0.373712
676,2018-07-03 09:45:19,0.0
677,2018-07-03 09:45:22,0.317725
678,2018-07-03 09:45:25,0.0
679,2018-07-03 09:45:28,0.313438
680,2018-07-03 09:45:31,0.27387100000000003
681,2018-07-03 09:45:34,0.0
