,Unnamed: 0,time,value
366,366,2018-07-03 09:29:04,0.0
367,367,2018-07-03 09:29:07,0.286269
368,368,2018-07-03 09:29:10,172.082154
369,369,2018-07-03 09:29:13,1.110058
370,370,2018-07-03 09:29:16,0.27987199999999995
371,371,2018-07-03 09:29:19,0.287324
372,372,2018-07-03 09:29:23,0.0
373,373,2018-07-03 09:29:26,0.339619
374,374,2018-07-03 09:29:29,0.0
375,375,2018-07-03 09:29:32,0.327353
376,376,2018-07-03 09:29:35,0.0
377,377,2018-07-03 09:29:38,0.32873800000000003
378,378,2018-07-03 09:29:41,0.309416
379,379,2018-07-03 09:29:44,0.0
380,380,2018-07-03 09:29:47,0.32715500000000003
381,381,2018-07-03 09:29:50,0.361249
382,382,2018-07-03 09:29:53,1.150219
383,383,2018-07-03 09:29:56,76.665033
384,384,2018-07-03 09:29:59,132.203021
385,385,2018-07-03 09:30:03,0.289236
386,386,2018-07-03 09:30:06,0.0
387,387,2018-07-03 09:30:12,0.37602
388,388,2018-07-03 09:30:15,0.299854
389,389,2018-07-03 09:30:18,0.0
390,390,2018-07-03 09:30:21,0.3383
391,391,2018-07-03 09:30:24,0.271827
392,392,2018-07-03 09:30:27,0.331705
393,393,2018-07-03 09:30:30,0.300447
394,394,2018-07-03 09:30:33,0.29530300000000004
395,395,2018-07-03 09:30:36,0.322539
396,396,2018-07-03 09:30:39,82.808766
397,397,2018-07-03 09:30:42,0.419412
398,398,2018-07-03 09:30:46,0.285609
399,399,2018-07-03 09:30:49,0.366722
400,400,2018-07-03 09:30:52,0.0
401,401,2018-07-03 09:30:55,0.295237
402,402,2018-07-03 09:30:58,0.38433
403,403,2018-07-03 09:31:01,0.324649
404,404,2018-07-03 09:31:04,82.797225
405,405,2018-07-03 09:31:07,0.329595
406,406,2018-07-03 09:31:10,0.282774
407,407,2018-07-03 09:31:13,0.285873
408,408,2018-07-03 09:31:16,0.311922
409,409,2018-07-03 09:31:19,0.314625
410,410,2018-07-03 09:31:22,0.312581
411,411,2018-07-03 09:31:25,0.380703
412,412,2018-07-03 09:31:29,235.16627000000003
413,413,2018-07-03 09:31:32,0.0
414,414,2018-07-03 09:31:36,0.331705
415,415,2018-07-03 09:31:38,0.271695
416,416,2018-07-03 09:31:41,0.348719
417,417,2018-07-03 09:31:44,0.30447
418,418,2018-07-03 09:31:47,0.304865
419,419,2018-07-03 09:31:50,0.317065
420,420,2018-07-03 09:31:53,0.338629
421,421,2018-07-03 09:31:56,0.341663
422,422,2018-07-03 09:31:59,0.311262
423,423,2018-07-03 09:32:02,0.415324
424,424,2018-07-03 09:32:05,0.34370700000000004
425,425,2018-07-03 09:32:08,0.0
426,426,2018-07-03 09:32:12,0.330122
427,427,2018-07-03 09:32:15,0.3108
428,428,2018-07-03 09:32:18,0.299788
429,429,2018-07-03 09:32:21,0.291215
430,430,2018-07-03 09:32:24,223.657025
431,431,2018-07-03 09:32:27,3.139526
432,432,2018-07-03 09:32:30,0.33797
433,433,2018-07-03 09:32:33,0.0
434,434,2018-07-03 09:32:36,0.322209
435,435,2018-07-03 09:32:39,0.0
436,436,2018-07-03 09:32:42,0.370151
437,437,2018-07-03 09:32:45,0.29405
438,438,2018-07-03 09:32:48,0.331309
439,439,2018-07-03 09:32:52,0.36481
440,440,2018-07-03 09:32:55,0.0
441,441,2018-07-03 09:32:58,0.34008
442,442,2018-07-03 09:33:01,0.0
443,443,2018-07-03 09:33:04,0.326957
444,444,2018-07-03 09:33:07,0.342124
445,445,2018-07-03 09:33:10,0.318912
446,446,2018-07-03 09:33:13,82.312725
447,447,2018-07-03 09:33:16,0.0
448,448,2018-07-03 09:33:19,0.281916
449,449,2018-07-03 09:33:22,0.31495500000000004
450,450,2018-07-03 09:33:25,0.310339
451,451,2018-07-03 09:33:28,0.276509
452,452,2018-07-03 09:33:31,0.372327
453,453,2018-07-03 09:33:35,0.277432
454,454,2018-07-03 09:33:38,0.331309
455,455,2018-07-03 09:33:41,15.559872
456,456,2018-07-03 09:33:44,156.02366999999995
457,457,2018-07-03 09:33:49,0.303481
458,458,2018-07-03 09:33:50,0.289764
459,459,2018-07-03 09:33:53,0.307437
460,460,2018-07-03 09:33:56,0.433525
461,461,2018-07-03 09:33:59,0.35261
462,462,2018-07-03 09:34:02,0.297545
463,463,2018-07-03 09:34:05,0.293259
464,464,2018-07-03 09:34:08,0.324847
465,465,2018-07-03 09:34:11,0.302162
466,466,2018-07-03 09:34:14,0.313702
467,467,2018-07-03 09:34:18,0.301964
468,468,2018-07-03 09:34:21,0.346147
469,469,2018-07-03 09:34:24,0.0
470,470,2018-07-03 09:34:27,0.296688
471,471,2018-07-03 09:34:30,0.333024
472,472,2018-07-03 09:34:33,0.0
473,473,2018-07-03 09:34:36,0.329793
474,474,2018-07-03 09:34:39,0.276905
475,475,2018-07-03 09:34:42,0.277762
476,476,2018-07-03 09:34:45,0.305129
477,477,2018-07-03 09:34:48,0.326232
478,478,2018-07-03 09:34:51,0.400025
479,479,2018-07-03 09:34:55,0.0
480,480,2018-07-03 09:34:58,0.290423
481,481,2018-07-03 09:35:01,78.726287
482,482,2018-07-03 09:35:04,212.84317400000003
483,483,2018-07-03 09:35:07,0.371998
484,484,2018-07-03 09:35:10,0.318186
485,485,2018-07-03 09:35:13,0.0
486,486,2018-07-03 09:35:16,0.327089
487,487,2018-07-03 09:35:19,0.365469
488,488,2018-07-03 09:35:22,0.296292
489,489,2018-07-03 09:35:25,0.309745
490,490,2018-07-03 09:35:29,0.310339
491,491,2018-07-03 09:35:31,0.31950500000000004
492,492,2018-07-03 09:35:34,0.0
493,493,2018-07-03 09:35:37,0.351093
494,494,2018-07-03 09:35:41,0.294578
495,495,2018-07-03 09:35:44,0.280663
496,496,2018-07-03 09:35:47,0.299854
497,497,2018-07-03 09:35:50,0.34139899999999995
498,498,2018-07-03 09:35:53,0.345158
499,499,2018-07-03 09:35:56,0.313438
500,500,2018-07-03 09:35:59,0.373317
501,501,2018-07-03 09:36:02,0.419083
502,502,2018-07-03 09:36:05,0.321154
